"extra salary","1"
"low","1"
"aunt","1"
"gifts business","1"
"invest","3"
"fd","4"
"simple interest","1"
"safe","2"
"compound","1"
"friend 's scheme","1"
"% growth","1"
"risky","1"
"customers","1"
"introduce","1"
"monthly account books","1"
"retains","1"
"minor losses","1"
"risk","2"
"electricity","1"
"bribe","2"
"bank loan","3"
"borrow","2"
"official loan","1"
"too","1"
"opt","1"
"offical loan","1"
"ignore","1"
"electronic machine","1"
"balances","2"
"conventional","1"
"reputation points increase","1"
"shut","1"
"risk loss","1"
"earn rs","1"
"bribe rs","1"
"pay rs.500","1"
"stock damage","1"
"spend","3"
"calculated","1"
"pass","2"
"select insurance type","1"
"theft","5"
"accident","1"
"calamities","1"
"annual premium","1"
"assured","1"
"mode","1"
"lastweek","1"
"currentweek","1"
"weeklysummary","1"
"weekly summary","1"
"endgamesummary","1"
"end game summary","1"
"scoresummary","1"
"score summary","1"
"gameover","1"
"game over","1"
"//luck scenario","1"
"scratch card cash","2"
"extra","1"
"profit","3"
"power","1"
"worth ₹","5"
"decrease","3"
"gst","15"
"save","1"
"bank interest rate","4"
"storm","1"
"refrigerator","4"
"leak","1"
"fire hazard","1"
"fine ₹","1"
"diwali","1"
"earnings","1"
"sick","1"
"late payment","1"
"store repair","1"
"tax refund","1"
"admitted","1"
"tax bracket","1"
"government subsidy","1"
"increased demand","1"
"gst decrease","1"
"arson","1"
"whole","1"
"seller discount","1"
"investor","3"
"rto","1"
"increased","1"
"home delivery service","1"
"used","2"
"accurate weight","2"
"loose ₹1000","2"
"dispose","1"
"found","1"
"customer 's","1"
"slippery shop floor","1"
"huge","1"
"made","1"
"didn","1"
"’ t","1"
"bumper","1"
"wedding","1"
"flu","1"
"reduction","1"
"gain ₹","1"
"interest rate","8"
"account cash balance","4"
"} reputation points","6"
"} %","4"
"// percentage","4"
"good luck result","1"
"bad luck result","1"
"redeem advantage card","1"
"advantage card","3"
"} advantage cards","1"
"entire inventory","1"
"account balance","1"
"zero","1"
"payment result","1"
"convert","1"
"quiz","3"
"advantage cards","1"
"number","3"
"advantage","1"
"points","1"
"card","2"
"check","1"
"valid reputation point atleast","1"
"withdraw from bank","1"
"amount to withdraw","1"
"scenarios","1"
"electricity bill","1"
"file tax returns","1"
"accountant fee","1"
"excessive usage","1"
"shop entrance need renovation","1"
"digital payment options","1"
"digital wallet provider","1"
"enrolment","1"
"need","2"
"additional help","1"
"owing","2"
"space usage","1"
"additional advance","1"
"cockroaches","1"
"goods consignment","1"
"exterminate","1"
"hence","1"
"time commission","1"
"sales person","1"
"festival season","1"
"additional stall","1"
"shutter door","1"
"delivery van","1"
"recent government regulation","1"
"bulk lot","1"
"display cabinet","1"
"recent","1"
"shop roof","1"
"installation","1"
"cctv","1"
"wait","1"
"success","2"
"error","2"
"notice","2"
"loading game","1"
"readinstructions","1"
"view instructions","1"
"startgame","1"
"play the game","1"
"instructions","1"
"game instructions/instrucciones","1"
"guide","1"
"dice","2"
"random number","1"
"monopoly game","1"
"read","2"
"get/loose point","1"
"inventoryvalue","1"
"decision result","1"
"welcome","1"
"/******************************************quiz key","2"
"start******************************************************************/","1"
"quizquestion1","1"
"quizquestion2","1"
"quizquestion3","1"
"rupee","1"
"quizquestion4","1"
"atm","7"
"quizquestion5","1"
"quizquestion6","1"
"nomination","3"
"quizquestion7","1"
"minimum","1"
"sb","1"
"quizquestion8","1"
"quizquestion9","1"
"quizquestion10","1"
"loans","5"
"money lenders","1"
"quizquestion11","1"
"quizquestion12","1"
"timely","1"
"loans results","1"
"quizquestion13","1"
"defaulter","1"
"quizquestion14","1"
"life insurance","2"
"quizquestion15","1"
"general insurance means insurance","1"
"quizquestion16","1"
"aadhaar","10"
"quizquestion17","1"
"quizquestion18","1"
"ppf","2"
"quizquestion19","1"
"highest","2"
"rbi","5"
"quizquestion20","1"
"nri","1"
"quizquestion21","1"
"pan","11"
"quizquestion22","1"
"quizquestion23","1"
"currency note","1"
"security thread","1"
"quizquestion24","1"
"safest place","1"
"quizquestion25","1"
"silver ornaments","1"
"bank lockers","1"
"quizquestion26","1"
"currency","1"
"quizquestion27","1"
"coins","1"
"quizquestion28","1"
"quizquestion29","1"
"india","11"
"quizquestion30","1"
"charge interest","1"
"quizquestion31","1"
"quizquestion32","1"
"internet","1"
"quizquestion33","1"
"quizquestion34","1"
"who","2"
"bank account","6"
"quizquestion35","1"
"quizquestion36","1"
"tds","1"
"quizquestion37","1"
"maximum","2"
"quizquestion38","1"
"quizquestion39","1"
"quizquestion40","1"
"account","4"
"payee cheques","1"
"quizquestion41","1"
"recurring deposits","1"
"quizquestion42","1"
"quizquestion43","1"
"interest","6"
"deposits","7"
"quizquestion44","1"
"mutilated","1"
"quizquestion45","1"
"quizquestion46","1"
"upon","1"
"counterfeit note","1"
"quizquestion47","1"
"fixed deposit","7"
"quizquestion48","1"
"contents","1"
"quizquestion49","1"
"locker rent","1"
"quizquestion50","1"
"quizquestion51","1"
"direct benefit transfer","1"
"quizquestion52","1"
"quizquestion53","1"
"quizquestion54","1"
"validity period","1"
"quizquestion55","1"
"illiterate person","1"
"debit","1"
"quizquestion56","1"
"income tax","2"
"quizquestion57","1"
"taxes","1"
"quizquestion58","1"
"assessment year","1"
"quizquestion59","1"
"income tax liability","1"
"quizquestion60","1"
"annual value","1"
"quizquestion61","1"
"property tax","1"
"quizquestion62","1"
"quizquestion63","1"
"suppose","2"
"inr","10"
"simple interest rate","1"
"quizquestion64","1"
"compound interest rate","1"
"quizquestion65","1"
"years time","1"
"quizquestion66","1"
"quizquestion67","1"
"hard copy","1"
"financial documents","1"
"bank statements","1"
"tax records","1"
"financial agreements etc","1"
"quizquestion68","1"
"annual income","2"
"quizquestion69","1"
"full form","6"
"quizquestion70","1"
"share pan","1"
"card number","3"
"unknown person","4"
"quizquestion71","1"
"quizquestion72","1"
"quizquestion73","1"
"quizquestion74","1"
"pan card","2"
"quizquestion75","1"
"cgst","1"
"quizquestion76","1"
"sgst","1"
"quizquestion77","1"
"igst","1"
"quizquestion78","1"
"bank account details","1"
"quizquestion79","1"
"quizquestion80","1"
"aadhar","1"
"quizquestion81","1"
"quizquestion82","1"
"service tax","13"
"quizquestion83","1"
"value added","1"
"quizquestion84","1"
"does","1"
"shopkeeper need","1"
"quizquestion85","1"
"quizquestion86","1"
"quizquestion87","1"
"quizquestion88","1"
"mobile banking","1"
"quizquestion89","1"
"auto","2"
"quizquestion90","1"
"quizquestion91","1"
"citizenship","1"
"quizquestion92","1"
"nationals","1"
"quizquestion93","1"
"quizquestion94","1"
"quizquestion95","1"
"quizquestion96","1"
"quizquestion97","1"
"biometric","1"
"quizquestion98","1"
"demographic","1"
"quizquestion99","1"
"quizquestion100","1"
"aadhaar number","1"
"quizquestion101","1"
"quizquestion102","1"
"quizquestion103","1"
"quizquestion104","1"
"financial investment type","2"
"quizquestion105","1"
"investment opportunity","1"
"quizquestion106","1"
"stocks","1"
"selling","1"
"rs.110","1"
"quizquestion107","1"
"investment type","2"
"quizquestion108","1"
"buying","1"
"petrol/diesel car","1"
"quizquestion109","1"
"rs.10000","2"
"rs.11500","2"
"quizquestion110","1"
"quizquestion111","1"
"quizquestion112","1"
"investment risk","1"
"quizquestion113","1"
"quizquestion114","1"
"short","1"
"term investment","1"
"quizquestion115","1"
"fixed deposit amount","1"
"total maturity","1"
"hint","1"
"= [","1"
"p+","1"
"p*r","1"
"} ]","1"
"quizquestion116","1"
"lock-in period","1"
"quizquestion117","1"
"quizquestion118","1"
"quizquestion119","1"
"quizquestion120","1"
"safe place","1"
"quizquestion121","1"
"bank pay","1"
"quizquestion122","1"
"bank pay interest","1"
"quizquestion123","1"
"compound interest","1"
"quizquestion124","1"
"quizquestion125","1"
"valid proof","1"
"savings bank account","1"
"quizquestion126","1"
"quizquestion127","1"
"quizquestion128","1"
"quizquestion129","1"
"current account","3"
"quizquestion130","1"
"interest rates","2"
"quizquestion131","1"
"quizquestion132","1"
"quizquestion133","1"
"quizquestion134","1"
"quizquestion135","1"
"quizquestion136","1"
"quizquestion137","1"
"quizquestion138","1"
"floating","1"
"quizquestion139","1"
"compund","1"
"quizquestion140","1"
"simple","1"
"quizquestion141","1"
"quizquestion142","1"
"personal","3"
"quizquestion143","1"
"car","3"
"quizquestion144","1"
"regulatory authority","1"
"quizquestion145","1"
"quizquestion146","1"
"investing","1"
"quizquestion147","1"
"quizquestion148","1"
"bank needs money","1"
"quizquestion149","1"
"quizquestion150","1"
"quizquestion151","1"
"kaum banega crore","1"
"account details","1"
"quizquestion152","1"
"public bank","1"
"quizquestion153","1"
"credit card","4"
"quizquestion154","1"
"quizquestion155","1"
"address","2"
"bank 's passbook","3"
"address proof","1"
"quizquestion1option1","1"
"quizquestion1option2","1"
"earns","1"
"quizquestion1option3","1"
"quizquestion1option4","1"
"quizquestion2option1","1"
"ornaments","1"
"quizquestion2option2","1"
"lic","1"
"quizquestion2option3","1"
"lottery","1"
"quizquestion2option4","1"
"nsc","1"
"quizquestion3option1","1"
"prime","1"
"quizquestion3option2","1"
"finance minister","1"
"quizquestion3option3","1"
"quizquestion3option4","1"
"quizquestion4option1","1"
"quizquestion4option2","1"
"office diary","1"
"quizquestion4option3","1"
"memory","1"
"quizquestion4option4","1"
"quizquestion5option1","1"
"spouse","1"
"quizquestion5option2","1"
"obedient","2"
"quizquestion5option3","1"
"quizquestion5option4","1"
"quizquestion6option1","1"
"quizquestion6option2","1"
"recurring deposit","1"
"quizquestion6option3","1"
"quizquestion6option4","1"
"quizquestion7option1","1"
"quizquestion7option2","1"
"quizquestion7option3","1"
"quizquestion7option4","1"
"quizquestion8option1","1"
"crop","1"
"quizquestion8option2","1"
"education loans","1"
"quizquestion8option3","1"
"home loans","1"
"quizquestion8option4","1"
"drinking","1"
"gambling","1"
"quizquestion9option1","1"
"know","6"
"quizquestion9option2","1"
"quizquestion9option3","1"
"quizquestion9option4","1"
"quizquestion10option1","1"
"high rate","1"
"quizquestion10option2","1"
"quizquestion10option3","1"
"quizquestion10option4","1"
"quizquestion11option1","1"
"time money","1"
"quizquestion11option2","1"
"mahindra","1"
"quizquestion11option3","1"
"automated teller machine","1"
"quizquestion11option4","1"
"quizquestion12option1","1"
"good reputation","1"
"quizquestion12option2","1"
"quizquestion12option3","1"
"quizquestion12option4","1"
"quizquestion13option1","1"
"loan instalments","1"
"quizquestion13option2","1"
"quizquestion13option3","1"
"illegal","1"
"quizquestion13option4","1"
"quizquestion14option1","1"
"human life","1"
"quizquestion14option2","1"
"cattle","1"
"quizquestion14option3","1"
"machines","1"
"quizquestion14option4","1"
"quizquestion15option1","1"
"quizquestion15option2","1"
"quizquestion15option3","1"
"burglary","1"
"quizquestion15option4","1"
"quizquestion16option1","1"
"digit number card","1"
"quizquestion16option2","1"
"identity","2"
"uidai","1"
"quizquestion16option3","1"
"quizquestion16option4","1"
"quizquestion17option1","1"
"political message","1"
"quizquestion17option2","1"
"religious message","1"
"quizquestion17option3","1"
"quizquestion17option4","1"
"quizquestion18option1","1"
"pension","1"
"quizquestion18option2","1"
"pension facilities","1"
"quizquestion18option3","1"
"provident","2"
"quizquestion18option4","1"
"permanent practitioner","1"
"’ s","1"
"forum","1"
"quizquestion19option1","1"
"rs.100/-","2"
"quizquestion19option2","1"
"rs.500/-","2"
"quizquestion19option3","1"
"rs.2,000/-","1"
"quizquestion19option4","1"
"rs.10,000/-","1"
"quizquestion20option1","1"
"individuals","1"
"quizquestion20option2","1"
"immigrants","1"
"quizquestion20option3","1"
"non resident","2"
"quizquestion20option4","1"
"quizquestion21option1","1"
"quizquestion21option2","1"
"primary account number","1"
"quizquestion21option3","1"
"permanent account number","2"
"quizquestion21option4","1"
"quizquestion22option1","1"
"quizquestion22option2","1"
"quizquestion22option3","1"
"quizquestion22option4","1"
"quizquestion23option1","1"
"rs.50/-","1"
"quizquestion23option2","1"
"quizquestion23option3","1"
"quizquestion23option4","1"
"quizquestion24option1","1"
"quizquestion24option2","1"
"quizquestion24option3","1"
"quizquestion24option4","1"
"money lender","1"
"quizquestion25option1","1"
"quizquestion25option2","1"
"quizquestion25option3","1"
"quizquestion25option4","1"
"quizquestion26option1","1"
"quizquestion26option2","1"
"nabard","2"
"quizquestion26option3","1"
"public sector banks","2"
"quizquestion26option4","1"
"central government","1"
"quizquestion27option1","1"
"quizquestion27option2","1"
"quizquestion27option3","1"
"quizquestion27option4","1"
"state bank","2"
"quizquestion28option1","1"
"issued","1"
"quizquestion28option2","1"
"contains","1"
"transaction details","1"
"quizquestion28option3","1"
"shows","1"
"quizquestion28option4","1"
"quizquestion29option1","1"
"quizquestion29option2","1"
"quizquestion29option3","1"
"quizquestion29option4","1"
"quizquestion30option1","1"
"quizquestion30option2","1"
"quizquestion30option3","1"
"quizquestion30option4","1"
"quizquestion31option1","1"
"cover tuition fee","1"
"quizquestion31option2","1"
"quizquestion31option3","1"
"granted","1"
"quizquestion31option4","1"
"quizquestion32option1","1"
"quizquestion32option2","1"
"opening","1"
"quizquestion32option3","1"
"quizquestion32option4","1"
"quizquestion33option1","1"
"quizquestion33option2","1"
"be","1"
"quizquestion33option3","1"
"quizquestion33option4","1"
"quizquestion34option1","1"
"indian citizen","1"
"quizquestion34option2","1"
"quizquestion34option3","1"
"illiterate","1"
"quizquestion34option4","1"
"quizquestion35option1","1"
"rs.50,000/-","1"
"quizquestion35option2","1"
"rs.1","2"
"quizquestion35option3","1"
"deposits rs.50,000/-","1"
"quizquestion35option4","1"
"quizquestion36option1","1"
"deposit scheme","2"
"quizquestion36option2","1"
"quizquestion36option3","1"
"deducted","1"
"source","1"
"quizquestion36option4","1"
"quizquestion37option1","1"
"quizquestion37option2","1"
"quizquestion37option3","1"
"quizquestion37option4","1"
"quizquestion38option1","1"
"sector","2"
"quizquestion38option2","1"
"quizquestion38option3","1"
"quizquestion38option4","1"
"quizquestion39option1","1"
"quizquestion39option2","1"
"nominee","1"
"quizquestion39option3","1"
"drawer","1"
"quizquestion39option4","1"
"quizquestion40option1","1"
"cash counter","1"
"quizquestion40option2","1"
"quizquestion40option3","1"
"quizquestion40option4","1"
"quizquestion41option1","1"
"quizquestion41option2","1"
"quizquestion41option3","1"
"fdr","1"
"quizquestion41option4","1"
"quizquestion42option1","1"
"account opening form","1"
"quizquestion42option2","1"
"quizquestion42option3","1"
"affidavit","1"
"quizquestion42option4","1"
"quizquestion43option1","1"
"quizquestion43option2","1"
"quarterly","1"
"quizquestion43option3","1"
"quizquestion43option4","1"
"yearly","1"
"quizquestion44option1","1"
"quizquestion44option2","1"
"quizquestion44option3","1"
"quizquestion44option4","1"
"quizquestion45option1","1"
"quizquestion45option2","1"
"quizquestion45option3","1"
"statement","1"
"quizquestion45option4","1"
"quizquestion46option1","1"
"returns","1"
"quizquestion46option2","1"
"exchanges","1"
"genuine note","1"
"quizquestion46option3","1"
"quizquestion46option4","1"
"impounds","1"
"issues receipt","1"
"quizquestion47option1","1"
"quizquestion47option2","1"
"quizquestion47option3","1"
"quizquestion47option4","1"
"quizquestion48option1","1"
"quizquestion48option2","1"
"quizquestion48option3","1"
"quizquestion48option4","1"
"quizquestion49option1","1"
"quizquestion49option2","1"
"quizquestion49option3","1"
"suitable notice","1"
"quizquestion49option4","1"
"quizquestion50option1","1"
"quizquestion50option2","1"
"quizquestion50option3","1"
"quizquestion50option4","1"
"quizquestion51option1","1"
"quizquestion51option2","1"
"remittance","1"
"quizquestion51option3","1"
"social benefits / subsidies","1"
"bank accounts","1"
"quizquestion51option4","1"
"quizquestion52option1","1"
"linking","1"
"quizquestion52option2","1"
"duplicate","1"
"quizquestion52option3","1"
"quizquestion52option4","1"
"quizquestion53option1","1"
"quizquestion53option2","1"
"quizquestion53option3","1"
"fixed deposits","2"
"quizquestion53option4","1"
"quizquestion54option1","1"
"quizquestion54option2","1"
"quizquestion54option3","1"
"quizquestion54option4","1"
"unlimited","1"
"quizquestion55option1","1"
"quizquestion55option2","1"
"quizquestion55option3","1"
"joint account","1"
"quizquestion55option4","1"
"quizquestion56option1","1"
"quizquestion56option2","1"
"lakh","1"
"quizquestion56option3","1"
"quizquestion56option4","1"
"quizquestion57option1","1"
"government employees","1"
"quizquestion57option2","1"
"waive","1"
"farmer loans","1"
"quizquestion57option3","1"
"fund government schemes","1"
"quizquestion57option4","1"
"quizquestion58option1","1"
"quizquestion58option2","1"
"quizquestion58option3","1"
"quizquestion58option4","1"
"quizquestion59option1","1"
"quizquestion59option2","1"
"quizquestion59option3","1"
"quizquestion59option4","1"
"tax liability","1"
"quizquestion60option1","1"
"rent","1"
"quizquestion60option2","1"
"municipal","1"
"quizquestion60option3","1"
"fair rent","1"
"it","1"
"quizquestion60option4","1"
"quizquestion61option1","1"
"banking","1"
"quizquestion61option2","1"
"quizquestion61option3","1"
"quizquestion61option4","1"
"quizquestion62option1","1"
"true","1"
"quizquestion62option2","1"
"false","1"
"quizquestion62option3","1"
"quizquestion63option1","1"
"quizquestion63option2","1"
"exactly inr","2"
"quizquestion63option3","1"
"less","3"
"quizquestion63option4","1"
"quizquestion64option1","1"
"quizquestion64option2","1"
"quizquestion64option3","1"
"quizquestion64option4","1"
"quizquestion65option1","1"
"quizquestion65option2","1"
"quizquestion65option3","1"
"quizquestion65option4","1"
"quizquestion66option1","1"
"quizquestion66option2","1"
"quizquestion66option3","1"
"quizquestion66option4","1"
"quizquestion67option1","1"
"quizquestion67option2","1"
"quizquestion68option1","1"
"young widow","1"
"young children","1"
"quizquestion68option2","1"
"young single woman","1"
"quizquestion68option3","1"
"quizquestion68option4","1"
"quizquestion69option1","1"
"goods","8"
"services tax","2"
"quizquestion69option2","1"
"quizquestion69option3","1"
"services total","1"
"quizquestion69option4","1"
"quizquestion70option1","1"
"quizquestion70option2","1"
"quizquestion71option1","1"
"quizquestion71option2","1"
"corporation tax","1"
"quizquestion71option3","1"
"quizquestion71option4","1"
"wealth tax","1"
"quizquestion72option1","1"
"manufacturers","1"
"quizquestion72option2","1"
"retailers","1"
"quizquestion72option3","1"
"consumers","1"
"quizquestion72option4","1"
"quizquestion73option1","1"
"direct","1"
"quizquestion73option2","1"
"indirect","1"
"quizquestion73option3","1"
"depends","1"
"quizquestion73option4","1"
"quizquestion74option1","1"
"quizquestion74option2","1"
"quizquestion74option3","1"
"huf","1"
"quizquestion74option4","1"
"quizquestion75option1","1"
"quizquestion75option2","1"
"quizquestion75option3","1"
"capacity goods","1"
"quizquestion75option4","1"
"capital goods","1"
"quizquestion76option1","1"
"quizquestion76option2","1"
"quizquestion76option3","1"
"statue goods","1"
"quizquestion76option4","1"
"quizquestion77option1","1"
"integrated goods","1"
"quizquestion77option2","1"
"quizquestion77option3","1"
"initial goods","1"
"quizquestion77option4","1"
"quizquestion78option1","1"
"quizquestion78option2","1"
"quizquestion79option1","1"
"quizquestion79option2","1"
"quizquestion80option1","1"
"quizquestion80option2","1"
"quizquestion81option1","1"
"quizquestion81option2","1"
"quizquestion82option1","1"
"quizquestion82option2","1"
"quizquestion83option1","1"
"quizquestion83option2","1"
"quizquestion84option1","1"
"quizquestion84option2","1"
"quizquestion85option1","1"
"mentioned separately","1"
"quizquestion85option2","1"
"included","1"
"mrp","1"
"quizquestion85option3","1"
"quizquestion85option4","1"
"quizquestion86option1","1"
"quizquestion86option2","1"
"quizquestion86option3","1"
"quizquestion86option4","1"
"quizquestion87option1","1"
"quizquestion87option2","1"
"quizquestion87option3","1"
"quizquestion87option4","1"
"quizquestion88option1","1"
"transaction","1"
"quizquestion88option2","1"
"online banking","1"
"quizquestion88option3","1"
"teller banking","1"
"quizquestion88option4","1"
"quizquestion89option1","1"
"vehicle","1"
"quizquestion89option2","1"
"quizquestion89option3","1"
"automatic","1"
"quizquestion89option4","1"
"quizquestion90option1","1"
"quizquestion90option2","1"
"tax department","1"
"quizquestion90option3","1"
"collectorate","1"
"quizquestion90option4","1"
"quizquestion91option1","1"
"quizquestion91option2","1"
"quizquestion92option1","1"
"quizquestion92option2","1"
"quizquestion93option1","1"
"quizquestion93option2","1"
"quizquestion94option1","1"
"quizquestion94option2","1"
"quizquestion95option1","1"
"identification","1"
"quizquestion95option2","1"
"quizquestion95option3","1"
"quizquestion95option4","1"
"visit","1"
"quizquestion96option1","1"
"quizquestion96option2","1"
"quizquestion97option1","1"
"photograph","1"
"quizquestion97option2","1"
"finger prints","1"
"quizquestion97option3","1"
"iris scans","1"
"quizquestion97option4","1"
"quizquestion98option1","1"
"date","1"
"birth","1"
"quizquestion98option2","1"
"nick","1"
"quizquestion98option3","1"
"studied","1"
"quizquestion98option4","1"
"quizquestion99option1","1"
"quizquestion99option2","1"
"quizquestion99option3","1"
"quizquestion99option4","1"
"quizquestion100option1","1"
"quizquestion100option2","1"
"quizquestion100option3","1"
"quizquestion100option4","1"
"quizquestion101option1","1"
"quizquestion101option2","1"
"everyone","1"
"quizquestion101option3","1"
"government officers","1"
"quizquestion101option4","1"
"quizquestion102option1","1"
"trusted","1"
"quizquestion102option2","1"
"movie","1"
"quizquestion102option3","1"
"lowers","1"
"quizquestion102option4","1"
"financial","1"
"quizquestion103option1","1"
"quizquestion103option2","1"
"government offices","1"
"quizquestion103option3","1"
"quizquestion103option4","1"
"nowhere","1"
"quizquestion104option1","1"
"quizquestion104option2","1"
"share purchase","1"
"quizquestion104option3","1"
"quizquestion104option4","1"
"holiday trip","1"
"quizquestion105option1","1"
"quizquestion105option2","1"
"quizquestion105option3","1"
"road accident","2"
"quizquestion105option4","1"
"good health","2"
"quizquestion106option1","1"
"quizquestion106option2","1"
"quizquestion106option3","1"
"quizquestion106option4","1"
"quizquestion107option1","1"
"bond","1"
"quizquestion107option2","1"
"share","2"
"quizquestion107option3","1"
"real estate","2"
"quizquestion107option4","1"
"quizquestion108option1","1"
"quizquestion108option2","1"
"consumes fossil fuel","1"
"quizquestion108option3","1"
"value reduces","1"
"quizquestion108option4","1"
"quizquestion109option1","1"
"quizquestion109option2","1"
"rs.1500","1"
"quizquestion109option3","1"
"quizquestion109option4","1"
"rs.8500","1"
"quizquestion110option1","1"
"companies","4"
"quizquestion110option2","1"
"quizquestion110option3","1"
"quizquestion110option4","1"
"quizquestion111option1","1"
"quizquestion111option2","1"
"post office","1"
"saving","1"
"quizquestion111option3","1"
"quizquestion111option4","1"
"quizquestion112option1","1"
"quizquestion112option2","1"
"quizquestion112option3","1"
"quizquestion112option4","1"
"quizquestion113option1","1"
"public private finance","1"
"quizquestion113option2","1"
"quizquestion113option3","1"
"paid penalty fee","1"
"quizquestion113option4","1"
"provisional","1"
"public fund","1"
"quizquestion114option1","1"
"quizquestion114option2","1"
"quizquestion114option3","1"
"quizquestion114option4","1"
"quizquestion115option1","1"
"quizquestion115option2","1"
"quizquestion115option3","1"
"quizquestion115option4","1"
"quizquestion116option1","1"
"deposit","4"
"safety box","1"
"quizquestion116option2","1"
